file,emotion,dur,F1,F2,F3,F4,F5,F6,Mean_F0,F0_start,F0_end,Max_F0,Perc_Time_Max_F0,Min_F0,F0_abs_slope,F0_Var,Q25,Q50,Q75,Fpeak,AM_var,AM_rate,AM_extent,harmonicity,Formant_dispersal,Vocal_tract_length,Mean_wiener_entropy
ut_fear-bungee_00,fear,0.941,874.263,2376.604,3451.153,4343.893,4806.863,5622.919,315.497,332.48,446.59,446.591,86.543,125.585,1543.057,1214.522,960.09,1667.514,2293.359,2160.571,111.98,15.934,7.028,10.45,677.291,25.838,-2.973
ut_fear-bungee_02,fear,2.474,1091.46,1959.606,3245.38,3886.766,4364.835,5416.204,321.199,207.9,304.03,386.822,84.207,151.32,630.635,589.717,1104.013,1469.835,2020.936,1113.688,91.418,20.814,4.392,6.62,828.594,21.12,-3.111
ut_fear-bungee_08,fear,2.163,1079.796,1361.876,1713.775,2865.142,4392.725,5005.926,308.131,443.41,118.51,472.329,24.734,94.594,1271.2,1228.489,1238.14,1423.348,1680.906,1320.925,57.135,21.266,2.687,9.31,742.707,23.562,-5.808
ut_fear-bungee_11,fear,3.655,894.564,1522.329,2858.096,3802.897,5844.113,8827.224,372.871,85.55,432.86,487.555,61.47,85.554,973.018,945.521,906.643,1191.763,1631.118,962.932,95.496,18.603,5.133,2.84,922.724,18.966,-3.021
ut_fear-bungee_20,fear,1.971,1253.519,1872.155,2466.882,3228.865,3692.747,4867.989,384.1,296.13,421.59,431.531,12.899,271.352,328.154,320.68,1241.125,1437.061,2669.902,1242.844,49.969,17.254,2.896,16.98,673.394,25.988,-4.750
ut_fear_00,fear,1.908,1434.288,3025.548,4265.32,4708.32,6717.269,7787.131,365.514,279.99,271.79,483.48,61.315,126.463,1072.383,975.699,1206.922,1413.405,1660.657,1429.268,125.209,19.917,6.287,8.53,783.564,22.334,-3.229
ut_fear_07,fear,1.958,1084.6,1478.01,2739.312,3391.989,4256.908,5315.515,400.699,376.23,443.83,475.417,75.994,261.307,424.068,381.575,1422.336,1878.088,3206.611,1534.253,122.299,18.127,6.747,11.65,845.038,20.709,-3.931
ut_fear_20,fear,2.8,1070.892,1879.382,3073.377,3574.54,4614.847,5294.155,396.913,181.5,300.49,490.576,19.003,124.271,929.671,824.545,1265.404,1767.421,2061.315,1830.354,144.403,19.464,7.419,14.96,761.882,22.969,-5.601
ut_fear_23-scream-laugh,fear,2.537,1302.057,2159.885,4047.15,6338.317,7122.476,9998.42,352.104,378.39,349.62,473.11,12.927,130.526,796.353,644.474,1317.496,1580.066,2238.16,1270.624,132.17,16.555,7.984,7.77,815.819,21.451,-2.802
ut_fear_26,fear,1.424,1148.138,1535.697,2155.779,3423.844,4072.47,4409.715,361.568,444.49,217.41,447.417,2.126,187.683,530.955,487.526,1497.063,2035.452,2447.303,2046.122,106.814,17.2,6.21,8.35,897.653,19.495,-3.774
ut_fear_29-f-scream,fear,2.468,1241.533,1651.259,1870.139,3500.197,4768.458,5484.232,404.244,458.83,403.46,471.67,13.369,196.971,502.878,496.242,1634.11,2260.847,3828.5,1868.676,74.033,16.005,4.626,10.88,839.962,20.834,-4.574
ut_fear_33-f-scream,fear,0.527,1207.661,2387.234,2553.552,4766.363,5045.573,7029.571,275.86,364.57,185.61,416.429,50.96,152.677,1482.71,1290.742,2398.141,3214.864,4868.711,2527.322,107.076,13.275,8.066,10.67,716.487,24.425,-4.868
ut_fear_38-f-scream,fear,2.422,1004.413,1852.732,2209.504,2460.9,3811.157,4127.121,359.154,441.62,461.89,495.149,16.988,80.339,1137.012,1049.908,2222.644,2557.466,4204.542,2204.039,95.517,17.547,5.444,11.43,775.532,22.565,-3.783
ut_fear_41-f-scream,fear,0.792,1092.062,1490.127,2992.248,3718.876,6559.562,7549.516,202.152,244.74,210.35,371.179,81.582,87.068,1055.252,953.817,1292.991,1481.57,1646.249,1479.356,84.084,19.576,4.295,7.89,800.454,21.863,-4.207
ut_fear_44-m-scream,fear,2.006,921.671,1210.937,1898.423,3058.099,3742.519,4375.967,369.118,356.02,386.11,491.696,53.14,191.746,1143.753,1074.203,999.942,1226.709,1778.875,1231.658,120.507,16.698,7.217,10.31,901.826,19.405,-4.478
ut_fear_45-m-roar,fear,1.414,536.744,1030.366,2522.796,3294.395,4705.235,5235.09,303.103,301.03,184.29,477.714,56.644,118.503,741.352,603.001,431.487,715.165,1136.677,403.163,91.227,18.039,5.057,6.11,1063.619,16.453,-2.040
ut_fear_47-m-with-disgust,fear,2.108,489.232,1195.778,3598.232,4855.443,6146.947,6809.991,322.697,209.55,438.26,458.251,57.95,112.887,457.598,406.326,413.353,761.805,1446.045,398.558,148.747,15.656,9.501,3.97,1038.33,16.854,-1.213
ut_fear_49-m-scream,fear,0.941,1021.114,2039.19,2925.879,3560.695,6349.264,7132.247,382.962,459.18,360.29,481.83,72.39,263.37,882.242,828.988,1065.02,1604.744,2310.94,1020.662,112.304,14.34,7.832,7.34,945.401,18.511,-2.533
ut_fear_51-m-scream,fear,1.495,786.44,1365.162,2281.054,3203.354,4817.999,5510.53,300.865,182.83,391.85,397.861,8.435,182.825,1250.345,889.442,790.268,1108.368,1558.113,785.03,82.404,19.401,4.247,2.42,716.508,24.424,-1.642
ut_fear_53-f-scream,fear,1.316,942.323,1236.341,2476.783,3215.152,3723.168,4968.596,407.686,309.96,405.82,421.464,47.189,309.957,123.451,110.856,1127.476,1251.85,1581.208,1238.835,135.768,21.649,6.271,15.21,656.775,26.645,-5.745
ut_fear_57-m-tone,fear,1.23,559.021,1134.865,2258.934,3128.949,4902.74,5827.783,280.594,170.05,175.4,373.857,50.307,170.049,384.463,353.746,465.504,750.752,1360.41,342.168,110.339,15.85,6.961,12.04,1018.541,17.181,-2.060
ut_fear_61-f-scream,fear,0.491,1114.035,1360.16,1884.09,2709.048,3279.439,3997.17,370.029,355.59,440.6,446.755,85.683,147.233,1268.196,1061.774,1281.048,1541.561,2834.594,1306.062,78.74,17.313,4.548,8.69,761.99,22.966,-3.420
ut_fear_63-m-scream,fear,0.784,695.55,1235.301,2620.691,3438.834,4521.724,5586.226,303.485,267.03,168.2,414.252,36.135,151.989,1307.212,913.381,715.433,1228.461,3682.294,678.986,93.254,14.66,6.361,6.15,986.951,17.731,-2.666
ut_fear_64-f-scream,fear,0.53,1010.112,1609.683,2812.657,3397.839,4802.063,6154.635,219.311,106.41,115.37,352.25,26.078,106.415,1402.627,846.267,1409.558,1751.849,2544.561,1562.755,58.181,18.854,3.086,1.74,801.816,21.825,-2.174
ut_fear_66-f-scream,fear,0.432,1063.641,2049.392,3402.348,3951.752,4220.745,5622.254,332.348,337.38,153.61,459.015,24.32,153.609,1186.037,951.107,1549.762,1994.255,2443.392,2080.153,95.181,12.722,7.482,11.25,473.409,36.966,-5.310
ut_laugh-amused_02-f,amusement,5.881,678.71,1177.176,1815.671,2771.384,3700.665,4659.737,301.728,137.44,410.1,476.117,96.307,99.449,772.692,766.79,663.688,1039.629,1996.418,655.247,168.844,13.604,12.412,3.29,1009.47,17.336,-1.940
ut_laugh-amused_05-f,amusement,1.341,573.697,1082.537,1707.991,3146.357,3886.611,4666.447,271.299,146.76,143.99,434.421,83.419,143.99,623.333,579.879,554.641,966.224,1281.307,1066.979,209.771,7.827,26.8,10.67,1052.175,16.632,-2.388
ut_laugh-amused_06-f,amusement,2.691,1006.062,1408.132,2427.884,3126.616,3704.393,6432.589,363.129,398.27,257.58,480.524,60.129,107.268,582.694,560.396,1279.158,1550.292,2185.708,1328.409,148.005,15.236,9.714,5.92,796.907,21.96,-2.524
ut_laugh-amused_09-f,amusement,2.597,666.093,1710.453,3049.094,3973.251,4955.572,6914.457,368.676,338.34,136.04,490.919,39.526,129.156,515.276,508.934,436.776,708.928,1132.695,394.029,196.073,13.479,14.547,8.82,1100.835,15.897,-1.534
ut_laugh-amused_12-m,amusement,1.851,876.921,1696.02,2687.91,3660.982,4834.513,5728.075,339.407,343.29,120.94,460.124,54.968,120.94,943.558,675.677,1059.551,1675.063,2445.17,918.982,161.946,12.968,12.488,3.31,951.287,18.396,-2.140
ut_laugh-amused_13-m,amusement,1.327,579.977,1241.008,2663.485,4150.17,5056.051,6124.725,174.342,169.43,195.66,225.483,37.964,105.562,374.225,332.177,562.419,1277.681,2676.762,448.62,213.017,13.185,16.156,2.39,988.212,17.709,-1.539
ut_laugh-amused_20-m,amusement,1.568,514.363,1558.346,2539.26,4188.46,4905.47,5444.556,261.303,372.2,401.75,401.753,98.967,161.664,399.635,383.716,507.837,738.951,1861.515,506.609,150.518,14.346,10.492,10.02,983.053,17.802,-2.634
ut_laugh-amused_21-m,amusement,2.909,572.855,1117.951,2401.402,3233.289,3728.317,4436.86,324.02,172.45,469.4,486.695,29.671,104.242,541.122,524.945,727.593,1303.062,2869.373,1059.04,188.394,15.47,12.178,4.43,1070.542,16.347,-2.390
ut_laugh-amused_28-f,amusement,5.802,1235.15,1655.85,3485.173,4149.772,8641.535,9392.286,247.282,238.27,82.48,397.74,43.302,82.484,388.207,248.419,1279.532,1631.607,2495.985,1235.615,206.897,10.773,19.206,3.18,1215.34,14.399,--undefined--
ut_laugh-amused_31-m,amusement,2.356,451.51,1565.934,3461.897,4769.321,5340.336,6682.361,344.995,370.1,383.09,459.542,76.326,145.802,539.822,529.556,388.369,650.91,1640.094,358.699,252.16,13.581,18.567,2.43,925.829,18.902,-1.304
ut_laugh-amused_32-f,amusement,1.392,743.202,1615.35,3641.442,4036.592,4872.321,6213.086,355.209,381.51,410.34,447.79,7.204,289.545,623.589,570.45,739.85,871.489,2130.47,750.63,272.258,14.012,19.43,11.28,927.813,18.862,-2.971
ut_laugh-amused_35-m,amusement,8.075,613.643,1600.789,2889.723,4135.703,4816.307,5955.873,296.431,95.47,285.05,457.949,77.273,95.475,486.14,433.646,1139.044,1828.357,3441.773,1641.145,281.49,9.907,28.413,2.24,1017.382,17.201,-1.464
ut_laugh-amused_39-m,amusement,1.301,532.975,1719.563,2362.414,3121.233,3666.55,4698.402,136.858,150.93,140.77,165.143,72.892,81.508,282.793,226.372,457.969,675.382,2177.343,510.726,176.411,8.841,19.953,3.84,1085.07,16.128,-1.803
ut_laugh-amused_41-f,amusement,1.769,699.299,1297.765,2351.837,4515.875,5154.196,5657.101,327.878,272.92,333.68,469.108,32.077,166.914,804.829,488.87,697.926,1169.688,3237.647,684.74,243.369,9.328,26.089,5.45,889.054,19.684,-2.183
ut_laugh-amused_45-m,amusement,2.818,757.22,1542.514,2411.934,3122.361,3855.004,5269.042,290.173,319.91,179.05,416.258,79.663,118.552,771.415,702.891,720.913,974.698,2044.587,759.582,229.876,12.242,18.778,5.58,1047.72,16.703,-1.760
ut_laugh-amused_46-m,amusement,1.62,704.164,1268.515,2032.017,2650.565,4693.681,5312.15,164.617,311.64,166.1,311.642,1.859,102.316,378.698,326.755,672.095,981.445,2077.644,712.367,271.652,8.641,31.438,3.04,917.976,19.064,-1.425
ut_laugh-amused_48-f,amusement,0.745,529.644,1955.965,3174.583,4482.775,5308.528,6885.887,335.47,336.03,196.75,415.901,28.783,196.755,743.769,664.049,416.453,717.316,1633.443,400.425,141.219,9.394,15.033,8.84,1216.253,14.388,-2.245
ut_laugh-amused_49-f,amusement,1.242,894.256,1683.419,2796.57,3661.755,5525.225,6394.407,340.35,445.63,119.02,470.659,82.969,119.021,984.29,918.034,895.09,1441.022,2321.074,924.948,173.237,10.467,16.55,4.67,1050.93,16.652,-1.964
ut_laugh-amused_53-f,amusement,3.402,873.092,1799.573,2673.748,3284.789,3881.821,5191.347,372.617,352.4,360.34,488.823,47.417,200.171,752.867,704.443,893.675,1141.385,2107.24,873.106,266.262,13.229,20.127,8.83,976.14,17.928,-2.903
ut_laugh-malice_00,amusement,5.443,874.038,1343.755,4007.277,5072.683,7501.189,9288.573,387.077,426.06,469.65,470.751,32.42,129.401,827.563,781.927,876.782,1269.533,1713.836,931.027,243.604,12.125,20.092,6.15,861.067,20.324,-2.063
ut_laugh-malice_03,amusement,3.004,830.739,1433.319,2550.629,3064.774,4810.324,6234.59,378.115,416.56,419.64,460.305,53.781,155.882,938.757,868.785,769.072,1180.58,2111.021,894.485,138.676,15.645,8.864,4.4,914.694,19.132,-1.935
ut_laugh-malice_11,amusement,7.184,1000.052,1704.952,2729.592,4057.987,4695.268,6562.586,309.53,140.35,345.83,453.941,57.119,140.351,466.282,300.102,1128.436,1810.31,3536.971,962.795,226.901,13.155,17.249,-0.06,829.582,21.095,-1.112
ut_laugh-malice_12,amusement,6.008,671.419,1385.601,2755.939,3494.772,5469.114,5902.243,274.761,284.46,170.75,333.911,67.965,168.527,146.993,127.391,716.673,1410.381,2591.932,584.223,213.772,10.153,21.055,1.64,1002.023,17.465,-1.127
ut_laugh-malice_18,amusement,2.698,926.27,1303.341,2831.98,3857.048,4824.323,5855.799,303.228,291.87,468.29,469.913,18.887,87.851,954.508,856.618,1108.106,1698.116,5332.308,1068.911,126.119,16.307,7.734,5.8,961.828,18.195,-2.974
ut_laugh-malice_19-m,amusement,1.556,807.801,1153.775,3195.904,3914.13,4988.674,5544.124,349.645,166.73,460.72,474.414,89.154,139.793,1095.566,1031.519,786.403,1004.43,1363.684,955.5,162.739,15.741,10.338,7.64,883.415,19.809,-1.888
ut_pain_00,pain,1.112,839.869,1210.436,2555.978,3846.962,4562.394,5771.151,317.593,191.71,140.55,423.739,32.567,106.57,1713.587,1254.379,879.984,1166.421,2060.715,817.984,99.704,13.941,7.152,7.09,913.248,19.162,-2.442
ut_pain_03,pain,0.98,756.289,1072.629,2656.991,3228.453,3680.334,5290.496,198.751,271.58,84.15,279.272,8.211,84.148,243.704,206.328,923.786,1964.706,2955.62,1052.699,80.367,18.361,4.377,2.22,943.67,18.545,-2.217
ut_pain_05,pain,1.202,844.582,1192.482,2642.051,4509.996,5209.691,6800.692,227.844,109.88,188.1,396.673,32.74,105.141,474.179,438.302,938.434,1195.51,1898.06,1131.908,71.045,21.209,3.35,0.75,837.078,20.906,-1.738
ut_pain_07,pain,0.984,909.767,1576.274,2786.384,3140.2,3916.544,4649.069,116.25,86.37,86.59,226.815,84.701,86.372,615.495,346.175,1043.431,1394.74,1696.438,1565.01,76.412,11.686,6.539,4.64,929.929,18.819,-2.151
ut_pain_12,pain,1.086,907.821,2207.628,3312.902,4520.973,5965.77,6761.606,361.065,319.79,352.44,449.525,42.49,147.769,1313.326,937.858,1554.28,2031.217,2250.329,2233.386,97.096,17.952,5.409,7.14,636.897,27.477,-2.856
ut_pain_18-birth,pain,1.344,883.633,1325.643,2366.397,2958.655,3633.626,5514.751,327.425,320.58,287.06,447.621,42.661,133.882,589.856,461.313,1219.091,1364.422,1666.844,1299.068,128.005,15.254,8.391,8.36,701.794,24.936,-3.263
ut_pain_25-birth,pain,4.878,834.548,1387.941,2358.523,3018.339,3565.35,4463.352,350.081,297.43,237.11,491.158,32.851,86.861,888.346,872.721,982.37,1849.18,2873.047,968.596,59.041,20.808,2.837,3.18,887.562,19.717,-1.616
ut_pain_31-birth-2-scream,pain,3.702,1405.666,2108.216,2350.574,3634.582,4992.213,5949.009,348.604,409.76,286.19,494.386,84.343,121.657,571.728,561.9,1446.045,1985.045,2671.773,1428.316,97.036,16.343,5.937,9.3,785.77,22.271,-3.622
ut_pain_31-birth-4-whimper,pain,1.247,815.14,1741.996,3009.516,4573.772,5656.427,6453.405,392.23,366.72,381.1,473.532,77.549,285.917,490.256,433.616,806.389,946.673,1607.549,771.523,154.204,13.231,11.655,12.82,1012.472,17.284,-4.214
ut_pain_32-birth,pain,1.569,673.941,1321.433,1983.352,2729.823,3303.84,4099.496,334.106,264.95,335.61,391.484,10.266,264.951,203.08,161.158,1253.008,1690.062,3366.775,1328.682,109.278,14.662,7.453,17.69,933.831,18.74,-3.935
ut_pain_34-birth,pain,2.608,1045.286,1878.003,3294.189,3731.303,5088.296,5618.704,392.403,258.88,95.02,481.209,14.779,87.35,466.89,424.624,1768.158,1984.177,3092.134,1893.133,90.383,17.062,5.297,18.57,888.098,19.705,-5.776
ut_pain_36-birth,pain,2.678,818.037,1388.672,2737.907,3418.781,4221.861,4943.763,326.328,434.21,128.2,435.356,5.755,101.44,754.634,742.412,875.595,1256.719,1483.95,1414.386,146.11,14.374,10.165,10.7,874.422,20.013,-3.056
ut_pain_39-birth,pain,0.746,1118.404,1720.69,2248.251,3438.637,4089.892,6305.244,323.434,278.11,436.76,436.758,97.737,263.71,368.018,304.705,1097.989,1387.367,1895.24,1152.561,85.918,17.432,4.929,14.83,951.068,18.4,-3.122
ut_pain_42-birth,pain,1.2,841.874,1403.434,1691.745,2713.451,3496.891,5035.332,301.448,226.17,371.97,448.655,7.873,111.335,1212.569,1120.056,977.886,1462.094,1781.396,1701.877,97.208,13.749,7.07,9.23,884.207,19.792,-3.319
ut_pain_45-birth,pain,1.78,597.726,1283.686,2812.078,3950.398,5180.634,6224.571,305.1,250.05,309.42,437.695,56.139,228.203,323.817,280.002,581.295,853.948,1269.468,1301.144,99.16,17.697,5.603,10.63,1049.125,16.681,-2.004
ut_pain_47-birth,pain,4.768,816.969,1281.191,1906.816,2555.317,3224.472,3824.891,325.258,273.14,360.36,474.82,91.877,140.668,283.282,261.104,1226.98,1783.754,2747.861,1275.668,93.991,19.191,4.898,17.2,892.865,19.6,-4.458
ut_pain_50-birth,pain,2.656,837.34,1393.385,1773.793,3672.847,4426.955,5431.954,290.144,349.42,415.17,464.677,16.911,78.797,902.707,874.891,1052.381,1485.837,1891.347,1781.164,115.507,15.626,7.392,12.52,865.422,20.221,-4.197
ut_pain_51-birth,pain,0.562,792.105,1627.999,2762.052,3758.946,4965.397,5923.395,378.62,384.0,313.43,414.296,40.273,313.427,303.597,186.044,792.52,1201.207,1654.877,807.24,131.139,13.34,9.831,11.87,903.017,19.379,-2.787
ut_pain_54-birth,pain,3.543,959.157,1401.578,1877.524,2441.193,3131.305,4685.151,379.063,290.01,429.36,491.603,62.56,93.011,462.073,434.87,1325.696,1668.629,2138.144,1362.86,45.566,17.076,2.668,17.57,776.421,22.539,-3.193
ut_pain_55-birth,pain,0.922,712.965,1267.044,3118.73,4717.623,5916.713,7345.942,273.364,126.49,354.61,365.577,25.505,126.486,1422.142,690.687,764.576,1180.546,1869.999,712.965,72.508,15.723,4.612,-0.15,974.847,17.952,-1.076
ut_pain_68-birth,pain,1.541,739.723,1495.624,2827.726,3676.505,4723.768,6137.357,249.448,270.57,106.45,410.367,8.464,104.37,782.923,751.739,680.89,974.863,1595.502,803.977,176.198,10.704,16.461,5.39,1122.059,15.596,-1.522
ut_pain_69-birth,pain,0.883,913.725,1454.563,2465.4,3161.513,4314.19,5876.013,200.498,216.48,144.41,426.0,71.683,100.879,894.078,837.901,735.44,1043.744,1565.935,893.161,93.223,13.025,7.157,3.69,1021.059,17.139,-1.652
ut_pain_71_f_mixed-with-laughter,pain,4.047,1031.8,1320.357,1973.823,2841.51,3283.221,3975.77,351.636,490.61,368.19,490.608,1.764,142.331,682.69,652.129,1225.938,1447.146,2625.26,1353.567,149.933,15.939,9.407,5.38,995.436,17.58,-2.366
ut_pain_74,pain,1.602,904.589,1245.103,1840.181,2794.902,3243.192,3709.572,320.627,374.44,236.71,462.094,27.574,86.921,1010.327,889.16,904.839,1075.519,1813.902,907.247,69.869,15.917,4.39,8.77,969.897,18.043,-2.955
ut_pain_75,pain,1.611,786.522,1201.65,3071.191,3556.531,4736.529,6614.6,282.93,154.11,294.72,410.112,67.771,85.578,1041.715,932.706,848.685,1380.561,3377.278,744.799,85.043,13.343,6.374,4.87,1099.169,15.921,-2.869
ut_pain_79,pain,0.644,767.462,955.646,2563.009,3342.081,5004.198,5945.951,140.919,191.16,76.55,268.643,61.069,76.552,1067.822,690.825,725.97,849.246,1005.933,780.458,91.46,14.762,6.196,4.84,920.885,19.003,-1.782
ut_pain_80,pain,3.609,762.93,1091.853,2601.221,3886.408,4659.967,5219.568,175.42,344.08,190.48,345.42,1.023,76.307,271.246,267.345,766.478,966.36,1309.402,893.302,23.425,24.383,0.961,6.23,860.134,20.346,-1.797
ut_pain_81-1,pain,1.62,796.546,1271.728,2858.891,3846.641,4742.224,5636.907,354.347,324.5,346.79,440.284,17.77,81.767,808.775,744.566,796.157,1213.098,2931.299,840.542,64.554,16.362,3.945,7.79,976.878,17.914,-3.115
ut_pain_82,pain,1.038,1258.309,2532.473,4954.658,7406.696,8409.22,9145.68,348.076,360.23,133.18,435.648,49.15,120.463,670.905,382.326,1057.065,1253.532,1435.113,1278.389,119.05,21.197,5.616,6.44,726.134,24.1,-2.953
ut_pain_83,pain,0.857,666.106,1193.069,2605.112,3862.724,4587.146,5843.344,187.116,202.57,98.39,261.006,16.831,98.388,627.998,252.778,782.03,1723.389,4312.36,683.745,71.673,12.252,5.85,3.35,931.305,18.791,-2.022
ut_pain_88-m-screams-very-acute,pain,4.245,927.815,1799.575,2654.664,3161.259,6104.411,7066.515,299.457,258.87,133.08,456.021,65.476,87.01,1048.44,982.889,919.811,1240.58,1985.34,949.761,132.28,15.784,8.381,3.87,900.093,19.442,-1.811
ut_pain_89-m-scream,pain,0.757,812.035,1319.893,2727.222,3933.48,5176.671,6125.893,388.597,422.63,169.06,465.125,24.472,169.055,537.447,357.52,821.005,1029.505,1816.781,846.885,144.08,13.87,10.388,8.49,954.925,18.326,-2.160
ut_pain_93-m-scream-acute,pain,4.811,805.698,1139.097,1655.393,2461.841,2989.027,3690.217,332.731,167.59,366.5,463.975,6.167,144.132,713.707,687.563,940.955,1164.183,1595.335,1098.115,93.005,15.486,6.006,11.4,862.62,20.287,-2.497
ut_pain_94-m-tone,pain,5.126,776.067,1064.56,1724.915,3188.035,4409.833,5019.762,343.164,306.58,326.51,371.627,9.05,306.576,127.685,22.123,798.03,1047.822,1582.051,1014.517,78.9,1.853,42.569,25.89,2172.667,8.055,--undefined--
ut_pain_96-m-tone,pain,5.654,600.749,1350.987,2597.477,3651.451,5262.292,5976.722,242.709,250.95,180.01,382.6,49.606,85.433,394.556,379.438,557.781,610.481,707.581,601.676,133.818,10.347,12.933,16.67,1041.763,16.798,-1.360
ut_pain_98-m-scream,pain,0.869,853.566,1310.725,2741.917,3127.84,4206.573,5747.949,429.384,408.52,309.31,456.677,13.354,309.309,310.414,269.71,884.768,1180.71,1562.128,884.774,57.918,13.811,4.194,12.98,987.143,17.728,-3.361
ut_pain_99-m-grunt,pain,0.551,647.778,991.148,2346.679,3790.016,4945.328,5498.727,117.204,127.71,101.24,130.498,16.427,99.097,85.555,62.403,587.03,735.476,1031.139,716.904,79.459,10.894,7.294,12.52,855.608,20.453,-1.238
ut_pain_z103-m-sigh,pain,0.539,797.117,1148.438,2884.082,3994.565,4868.092,6440.334,246.977,201.35,201.21,273.6,36.916,201.205,547.838,179.331,764.494,946.767,1206.316,805.912,71.635,12.066,5.937,5.61,1027.212,17.036,-1.182
