file,emotion,dur,F1,F2,F3,F4,F5,F6,Mean_F0,F0_start,F0_end,Max_F0,Perc_Time_Max_F0,Min_F0,F0_abs_slope,F0_Var,Q25,Q50,Q75,Fpeak,AM_var,AM_rate,AM_extent,harmonicity,Formant_dispersal,Vocal_tract_length,Mean_wiener_entropy
ut_pregn_04-f-scream-of-delight,joy,3.559,1211.127,1913.113,2327.911,3135.006,4292.371,5071.737,316.982,456.25,315.76,456.251,0.665,92.183,922.448,885.306,1125.333,1416.396,2212.097,1150.464,105.578,21.633,4.88,7.3,802.715,21.801,-3.308
ut_pregn_05-m-roar-laugh,joy,2.546,781.446,1633.544,2408.103,4395.193,4988.142,5551.093,277.307,353.49,204.45,413.593,7.789,107.133,456.313,396.393,883.43,1472.664,1900.229,1632.289,77.963,18.46,4.223,3.03,804.002,21.766,-1.623
ut_pregn_07-f-scream-of-delight,joy,5.929,801.619,1332.958,1982.944,3533.173,4350.134,4965.77,371.498,424.83,323.94,486.742,33.995,176.699,541.44,515.145,929.24,1632.908,2345.974,824.667,118.874,17.119,6.944,12.03,976.43,17.922,-3.169
ut_pregn_11-f-scream-of-delight,joy,1.904,916.193,1869.79,2559.202,3765.544,4689.732,5639.061,449.007,266.56,370.21,475.629,44.592,266.558,255.914,244.463,917.517,1040.721,2016.48,929.604,119.563,15.497,7.715,17.33,779.486,22.451,-4.721
ut_pregn_12-f-scream-crying-delight,joy,4.554,860.291,1569.321,1916.256,3944.172,5890.882,7480.056,340.772,268.22,299.14,490.095,58.34,113.028,490.265,472.578,1141.522,1593.876,1887.361,1902.691,113.158,15.041,7.523,11.78,744.073,23.519,-4.290
ut_pregn_13-f-tone-delight1,joy,1.758,898.934,1468.858,1713.096,2549.248,3382.033,4187.653,414.941,419.51,434.57,436.682,4.547,336.857,245.466,184.314,1520.563,1872.573,2885.936,1701.482,110.406,19.621,5.627,10.91,824.634,21.222,-3.384
ut_pregn_15-f-sigh-delight,joy,0.545,660.658,1284.737,1755.582,2622.11,3393.782,3847.347,245.769,302.46,196.56,322.031,17.309,156.468,460.792,375.028,1045.821,1478.211,3818.269,1262.762,83.101,11.917,6.973,1.48,1080.657,16.194,-2.258
ut_pregn_16-2-f-scream-delight,joy,1.316,1185.137,1953.188,3886.768,5872.464,7268.543,7820.958,364.005,250.01,112.79,493.915,41.839,93.93,662.165,647.669,1420.573,1965.111,2895.53,1968.368,104.188,16.34,6.376,9.95,814.748,21.479,-3.925
ut_pregn_17-f-scream-delight,joy,2.827,936.61,1234.177,2530.983,3016.816,3634.0,4205.126,374.359,336.65,215.03,454.568,3.368,119.345,524.208,507.377,1159.72,1257.28,1421.448,1250.48,86.415,16.978,5.09,18.54,795.16,22.008,-5.285
ut_pregn_18-f-scream-laugh,joy,5.453,754.958,1385.515,1768.052,2600.42,3324.842,4250.071,387.657,421.42,405.38,490.366,7.844,151.858,455.126,405.376,941.714,1575.375,2235.291,1657.576,97.342,20.08,4.848,6.71,968.71,18.065,-3.152
ut_pregn_19-f-scream-delight,joy,1.453,879.381,1177.196,1827.898,2858.731,3745.846,4718.821,422.82,325.52,381.74,478.563,45.097,215.464,546.15,510.204,991.339,1329.72,2190.991,938.565,134.901,17.205,7.841,13.8,936.558,18.685,-4.703
ut_pregn_21-f-cackling-laugh,joy,4.279,903.152,1298.437,1804.148,2769.645,3793.446,4987.349,352.571,350.9,337.4,471.64,60.491,182.442,523.0,504.25,1077.155,1499.524,2462.076,1069.698,157.557,14.488,10.875,5.16,939.571,18.626,-2.499
ut_pregn_21-f-laugh-cry,joy,3.436,716.847,1617.1,2379.253,3078.73,3803.624,5622.668,293.186,312.13,302.85,418.134,6.299,113.528,622.825,564.193,719.344,1227.094,2075.669,777.378,156.633,13.389,11.698,3.7,945.146,18.516,-1.716
ut_pregn_24-f-aawh-a-bit-noisy,joy,1.789,863.53,1316.575,2753.886,3852.411,5254.019,7196.229,185.12,285.75,169.73,285.752,2.596,124.537,165.215,146.034,868.72,1106.711,1329.085,1319.6,80.066,13.975,5.729,8.85,961.718,18.197,-1.352
ut_pregn_26-1b-f-scream-delight,joy,2.471,1170.977,1882.269,2311.569,3822.464,4596.141,5837.662,400.153,250.89,275.97,471.87,56.854,250.885,431.573,418.956,1466.805,1993.894,2842.155,1919.917,114.668,21.247,5.397,11.19,741.564,23.599,-3.564
ut_pregn_27-f-laugh-cry,joy,2.442,793.622,1492.765,2899.38,3935.343,4721.769,5796.556,363.32,353.04,411.02,483.056,88.964,194.872,513.336,501.898,786.956,1025.864,2037.905,809.417,133.718,13.307,10.049,8.15,985.199,17.763,-2.321
ut_pregn_33-f-surprise-intake-of-breath,joy,1.289,807.746,1444.433,2950.361,4012.476,4905.46,6800.803,363.811,265.79,356.12,451.437,50.538,254.476,511.974,112.851,805.463,1140.341,2748.071,794.75,107.515,15.904,6.76,2.59,1014.608,17.248,-2.159
ut_pregn_36-f-laugh-sob,joy,2.226,765.97,1496.388,2300.092,2819.492,3769.039,4528.488,384.553,386.66,494.95,494.953,88.101,104.019,682.708,554.115,727.768,817.938,951.106,777.197,171.972,16.849,10.207,9.59,955.51,18.315,-3.371
ut_pregn_38-f-tone-delight,joy,2.436,962.149,1922.306,2973.543,3933.214,4966.135,6837.247,435.599,432.32,430.23,495.345,37.188,222.31,602.828,525.095,909.681,975.805,1173.433,964.415,140.595,16.833,8.352,19.56,964.621,18.142,-5.159
ut_pregn_41-f-laugh,joy,4.557,872.502,1169.645,1885.411,3183.501,4113.308,5654.08,380.773,285.11,235.87,476.759,95.886,128.162,586.417,575.223,907.284,1159.318,2295.415,831.158,122.306,16.57,7.381,9.03,963.059,18.171,-3.723
ut_pregn_46-2-f-scream-delight,joy,1.165,986.188,1819.076,3199.085,4317.938,5244.664,6337.789,264.849,273.87,179.46,447.03,12.0,103.244,797.465,574.328,1004.162,1161.404,2199.723,1058.48,91.628,15.025,6.098,7.51,1037.373,16.87,-2.876
ut_pregn_50-1-m-surprise-delight,joy,1.191,765.274,1587.12,2791.786,3843.6,4387.802,4959.013,300.617,264.47,294.09,314.258,47.296,264.465,87.596,50.288,443.849,1105.756,1968.925,1536.872,71.523,15.954,4.483,4.74,997.012,17.552,-1.151
ut_pregn_51-1-m-sigh-happy,joy,0.916,896.931,1629.457,2840.495,4088.091,4919.122,5896.258,154.862,187.4,134.68,187.402,15.517,132.002,98.247,54.345,226.15,605.013,1327.304,166.173,61.043,17.46,3.496,4.05,996.322,17.565,-1.053
ut_pregn_51-2-f-whimper,joy,0.75,726.543,1292.423,1850.386,3013.355,4231.989,5179.012,319.198,378.53,320.54,378.528,5.188,282.313,305.794,194.752,721.872,1114.77,1637.641,744.278,109.834,13.337,8.235,6.0,1048.383,16.692,-1.930
ut_pregn_54-1-f-surprise,joy,1.706,462.132,1391.807,2918.527,3438.977,4072.194,4727.93,252.834,266.71,477.81,477.807,83.068,148.33,382.169,117.796,351.565,670.89,1848.184,255.278,74.033,14.951,4.952,5.45,1166.787,14.998,-1.378
ut_sad-cry_00,sadness,2.22,1092.861,1883.592,3674.967,4576.114,5237.139,7903.215,318.34,164.6,293.41,375.159,26.863,164.602,330.452,319.969,924.914,1162.357,1857.564,1076.976,97.469,16.215,6.011,14.43,748.739,23.373,-1.896
ut_sad-cry_03,sadness,1.8,907.371,1908.219,2926.132,3762.083,4747.142,5644.559,401.239,448.0,369.35,479.337,55.883,175.15,683.899,637.76,725.925,1310.329,1877.944,1890.914,139.626,11.944,11.69,16.82,983.846,17.787,-3.402
ut_sad-cry_05-3,sadness,3.358,621.964,1570.972,2233.407,3436.18,4505.679,5171.967,343.061,433.69,304.06,433.688,1.642,278.076,173.878,151.345,1469.073,3092.342,4733.649,4481.08,94.579,13.251,7.138,13.16,1066.661,16.406,-2.735
ut_sad-cry_06-m,sadness,1.691,365.971,1772.231,2527.403,3863.681,4598.094,5364.13,307.299,325.07,322.94,362.682,37.34,110.749,450.575,349.304,337.952,365.897,413.351,348.156,151.751,16.556,9.166,8.6,1119.932,15.626,-1.047
ut_sad-cry_12-m,sadness,3.915,587.054,1465.039,1679.423,2580.856,4379.068,6468.629,244.066,173.27,354.56,439.44,31.831,95.66,547.999,510.606,520.07,985.914,1544.028,568.61,202.591,13.028,15.55,8.28,675.814,25.895,-1.005
ut_sad-cry_16-m,sadness,2.509,659.961,1378.485,3214.225,5893.681,6696.691,7477.336,199.866,268.81,212.5,330.837,4.398,125.8,416.312,410.549,505.268,750.752,1140.302,655.855,91.494,15.942,5.739,11.73,684.221,25.577,-1.435
ut_sad-cry_21-m-super-rapid-breathing,sadness,2.686,313.559,1515.227,2748.682,3273.182,4272.533,4782.869,243.583,384.83,477.09,477.088,69.065,86.526,788.581,352.367,195.699,389.37,3070.149,305.359,192.324,13.591,14.15,2.33,1112.352,15.732,-2.336
ut_sad-cry_23-m,sadness,2.138,332.498,1763.328,2506.928,3708.396,4792.06,5441.494,207.348,313.42,184.47,326.54,11.103,91.599,219.601,193.986,296.057,481.436,2910.168,321.216,89.338,14.734,6.063,9.3,1172.35,14.927,-3.073
ut_sad-cry_28-f,sadness,4.994,571.017,1427.137,1898.859,2671.435,4706.727,5586.568,346.199,393.18,419.93,468.538,17.555,214.369,287.879,265.403,575.197,1185.089,2754.507,563.665,121.52,16.119,7.539,5.83,935.037,18.716,-2.272
ut_sad-cry_30-f,sadness,4.529,557.424,1004.237,1914.606,2976.201,3958.074,4792.995,403.187,453.24,251.81,497.826,24.591,251.812,206.569,200.347,540.923,896.995,1212.032,536.406,45.111,12.697,3.553,27.53,979.738,17.862,-5.692
ut_sad-cry_33-f,sadness,3.701,473.616,1350.463,1826.586,3596.711,5201.092,6767.195,279.809,459.94,263.8,466.364,16.289,94.141,379.416,153.583,457.427,950.103,3461.636,431.03,121.742,14.051,8.664,4.48,1048.785,16.686,-2.108
ut_sad-cry_34-f,sadness,2.164,817.513,1398.484,2943.653,3574.248,4137.476,6253.751,404.832,452.28,267.56,485.673,10.009,267.557,288.481,256.09,818.693,1062.398,2231.092,750.307,100.299,12.938,7.752,15.02,1055.714,16.576,-2.909
ut_sad-cry_37-m,sadness,2.718,470.333,1371.705,2271.116,3075.772,4073.192,4651.582,274.689,400.72,206.13,400.716,2.903,206.126,292.593,249.561,400.019,823.496,1467.902,1369.324,154.731,10.486,14.755,12.05,1040.531,16.818,-1.276
ut_sad-cry_38-f,sadness,2.27,777.084,1678.722,2579.304,3384.851,4235.255,4926.027,354.181,317.47,256.15,481.251,32.18,246.87,565.42,533.481,772.515,1287.26,1893.09,758.686,158.849,12.555,12.653,9.17,969.097,18.058,-2.155
ut_sad-cry_39-m,sadness,5.019,386.704,1626.343,2479.522,3778.92,4689.015,5972.338,335.237,246.43,313.91,462.509,4.007,246.433,214.74,199.628,368.719,1480.688,6141.616,343.71,162.886,8.766,18.581,6.5,1021.418,17.133,-2.781
ut_sad-cry_40-m,sadness,2.302,542.573,1364.399,1864.217,2512.349,4424.807,6551.862,346.281,382.68,296.4,451.531,35.598,254.507,478.689,420.698,619.758,1675.203,3558.608,534.348,148.962,11.944,12.472,4.57,886.601,19.738,-2.121
ut_sad-cry_42-f,sadness,2.617,561.727,1848.889,2280.155,3056.868,4341.305,6144.45,303.182,470.72,404.81,470.72,4.304,94.488,1184.586,1036.505,546.495,1093.441,2633.088,525.691,173.961,11.844,14.687,4.67,1053.697,16.608,-1.814
ut_sad-cry_45-f,sadness,1.544,534.566,1302.437,1672.023,2602.733,3454.648,4140.574,269.83,345.81,269.83,392.718,69.464,112.797,738.51,644.91,523.53,713.818,2152.716,528.339,205.489,11.331,18.135,7.61,1149.093,15.229,-2.270
ut_sad-cry_46-f,sadness,5.508,667.238,1651.262,2508.967,4042.464,4919.45,5765.734,322.169,164.31,451.5,451.501,98.874,99.445,625.474,568.978,687.859,1464.616,1667.96,1646.07,108.872,13.798,7.89,14.58,794.7,22.021,-2.502
ut_sad-cry_48-f,sadness,3.622,793.71,1252.445,1999.262,3340.233,4192.63,5658.833,361.652,418.7,306.99,483.455,25.244,195.404,525.928,490.559,1004.874,1294.601,1639.013,1142.677,137.717,15.046,9.153,11.57,635.094,27.555,-2.271
ut_sad-cry_50-m,sadness,1.585,492.735,1604.744,2587.632,3469.374,3953.231,5451.93,190.376,228.96,121.56,255.606,50.293,116.216,414.948,387.942,336.845,472.134,570.543,499.762,156.106,9.466,16.491,10.2,1147.73,15.247,-1.048
ut_sad-cry_52-f,sadness,1.43,424.388,1529.258,1915.884,2691.61,3664.434,5124.143,258.561,137.81,246.88,353.535,65.602,137.812,296.312,194.842,414.433,1221.729,2007.361,358.068,190.155,9.793,19.418,3.14,795.971,21.986,-1.339
ut_sad-cry_54-m,sadness,1.351,414.164,1328.47,2253.251,3955.437,5765.701,6658.495,221.752,288.74,214.75,288.741,33.721,196.392,366.523,129.453,361.69,695.332,2561.556,438.648,195.289,11.099,17.595,3.21,1097.063,15.952,-1.656
ut_sad-cry_56-m,sadness,3.886,501.544,1469.301,1882.6,2340.585,4727.447,5355.765,458.539,269.4,123.04,493.555,72.822,123.042,200.556,172.939,504.963,1312.553,1589.245,1465.027,78.366,10.938,7.165,20.41,822.1,21.287,-2.503
ut_sex_04-f-breathy-moans,pleasure,4.278,453.896,1804.372,3288.734,4012.984,5726.611,6963.947,290.012,376.54,463.02,463.02,96.656,93.518,667.185,607.973,533.351,1421.114,1830.309,1802.916,149.359,12.389,12.056,6.18,768.405,22.774,-1.453
ut_sex_06-f-effortful-moans,pleasure,4.001,875.948,1409.752,1653.194,2754.288,3660.91,5487.314,332.684,426.43,306.39,480.492,2.952,268.046,637.333,213.8,1015.869,1445.532,1828.492,1488.429,146.703,5.873,24.978,3.16,1812.003,9.658,--undefined--
ut_sex_10-f-moans,pleasure,5.39,837.603,1597.523,3748.526,4952.154,6042.493,6827.848,343.723,188.85,451.41,475.36,97.854,188.845,142.597,135.607,400.976,692.863,965.407,783.229,99.718,14.75,6.761,7.57,1048.165,16.696,-0.968
ut_sex_13-f-orgasm-overdrive,pleasure,6.541,657.457,1434.147,2374.463,3677.299,5683.241,6488.663,308.227,91.16,284.69,490.228,66.422,91.156,506.934,478.043,719.059,1292.891,1522.301,1459.214,152.851,13.376,11.427,6.91,729.64,23.984,-1.634
ut_sex_16-f-breathy-moans,pleasure,2.758,815.608,3172.785,4219.956,4936.943,6849.014,7571.978,358.368,458.68,122.92,476.846,67.557,122.865,531.706,473.023,789.773,1029.24,2296.165,774.503,130.821,14.502,9.021,5.25,1084.275,16.14,-2.223
ut_sex_17-f-orgasm,pleasure,3.664,623.509,1096.845,1651.158,2663.786,3164.055,3867.669,254.493,409.62,90.16,409.619,1.96,86.122,352.805,337.382,665.816,1010.004,1312.075,1032.358,125.335,14.33,8.746,8.09,1002.554,17.455,-2.706
ut_sex_18-f-effortful-moans,pleasure,5.344,608.593,931.921,1561.761,2436.755,3231.793,4036.909,318.316,249.53,297.7,483.84,23.464,81.389,875.077,861.636,534.341,801.129,1266.321,497.59,103.701,16.747,6.192,7.01,1019.106,17.172,-1.787
ut_sex_19-f-mixed-moans,pleasure,6.033,662.522,1537.393,2360.776,3136.66,4527.933,5240.592,313.213,372.69,288.22,475.161,3.253,100.792,458.311,435.25,424.027,710.472,1277.041,294.757,104.713,15.166,6.905,6.31,1016.306,17.219,-1.827
ut_sex_22-f-breathy-moan,pleasure,0.949,1142.161,1544.403,3458.021,4024.24,5916.259,6850.384,363.887,143.6,451.14,451.136,30.185,143.596,1423.797,303.406,1055.42,1425.218,2754.952,1070.083,92.232,13.702,6.731,1.29,944.73,18.524,-1.856
ut_sex_23-f-long-moans,pleasure,4.925,790.412,3088.119,4067.24,5526.002,7092.764,8702.925,258.109,179.08,343.33,390.288,76.474,179.08,201.749,155.478,607.371,1054.323,2570.697,748.064,121.604,14.01,8.68,6.97,1166.678,15.0,-2.632
ut_sex_29-f-orgasm-scream,pleasure,7.399,1036.932,1462.404,3495.959,4202.178,5727.628,8133.83,302.417,275.14,482.42,484.033,52.623,196.084,328.41,150.722,1177.153,1824.633,3534.289,1005.416,106.532,11.488,9.274,10.24,1216.381,14.387,--undefined--
ut_sex_30-f-orgasm-scream,pleasure,1.373,694.804,1117.012,3122.718,3400.59,4172.587,5303.388,243.242,300.37,345.36,441.922,47.278,94.077,947.997,808.552,876.038,1244.557,2594.957,1189.144,78.586,16.749,4.692,3.02,1173.912,14.907,-3.079
ut_sex_36-m-moaning,pleasure,0.986,655.141,1207.105,2613.333,3605.691,4657.398,5274.141,99.521,140.89,77.99,147.994,8.953,77.822,189.733,77.221,761.873,2336.433,4084.815,511.828,61.534,15.718,3.915,1.67,1118.58,15.645,-1.443
ut_sex_47-m-moaning,pleasure,2.022,429.421,918.337,2924.281,4311.978,4774.443,6741.56,204.659,399.09,159.08,399.091,0.753,138.419,445.76,402.616,394.163,451.921,702.693,417.655,98.499,14.834,6.64,13.78,1089.291,16.065,-1.426
ut_sex_48-m-rhythmic-grunts,pleasure,4.922,450.631,1284.588,2676.308,3452.483,4250.677,5316.449,148.867,113.09,140.31,395.508,36.642,113.095,132.889,125.628,353.914,1180.808,3470.186,487.785,104.823,13.916,7.532,-0.36,1038.249,16.855,-1.482
ut_sex_49-m-moaning,pleasure,1.048,418.459,1053.663,2428.618,3355.475,4249.231,4948.37,135.041,139.98,124.89,148.58,19.081,120.251,59.031,33.939,260.378,503.552,1456.59,276.88,55.026,12.876,4.274,7.69,1214.572,14.408,-1.290
ut_sex_56-m-groan,pleasure,1.001,523.19,989.027,2113.821,3267.455,4065.309,4689.432,169.952,445.49,171.83,445.49,4.063,96.761,516.86,460.421,484.821,788.767,1540.477,524.415,67.124,16.977,3.954,10.05,1178.558,14.849,-1.979
ut_sex_58-f-mmm,pleasure,0.681,312.029,1099.926,1915.232,2818.794,3230.365,3856.759,287.879,286.05,266.96,307.453,41.834,258.964,144.364,110.628,296.552,349.839,1189.747,287.316,94.744,14.679,6.454,17.74,1144.678,15.288,-2.949
ut_sex_60-m-grunt-sigh,pleasure,1.659,1513.086,1938.264,3362.97,4417.099,5869.49,7209.053,180.363,197.45,215.29,215.288,87.61,148.41,89.486,67.511,706.471,1608.158,2785.275,145.259,84.294,21.095,3.996,-1.39,949.377,18.433,-1.092
ut_sex_62-m-low-moan,pleasure,1.015,928.941,1721.073,2383.86,3375.295,4674.224,5762.98,277.782,440.37,170.01,465.423,12.272,135.512,620.073,541.468,216.747,413.322,1041.065,193.064,123.463,12.314,10.026,7.34,1066.172,16.414,-1.483
ut_sex_63-m-moans,pleasure,5.822,1336.012,2141.676,3595.223,4467.899,5278.774,6667.805,146.089,170.22,76.4,195.896,39.001,76.404,123.59,113.257,147.356,250.046,808.557,154.559,122.101,13.225,9.233,3.21,977.825,17.897,-0.718
ut_sex_64-m-grunt-sigh,pleasure,1.963,773.632,1785.931,2224.167,3093.409,4742.555,5877.465,166.125,436.5,118.85,436.504,3.545,79.107,772.806,349.821,300.539,801.042,1831.128,136.586,67.174,18.083,3.715,0.26,815.247,21.466,-1.298
ut_sex_68-m-moans,pleasure,9.517,416.465,1450.836,2592.95,3819.442,5737.343,6432.505,252.74,241.58,481.51,481.511,46.554,167.54,362.576,167.605,263.364,414.616,781.27,270.848,121.265,4.991,24.296,5.1,1804.657,9.697,--undefined--
ut_sex_70-m-moan-groan,pleasure,2.208,861.092,1354.34,2497.06,3748.507,5097.4,6799.356,204.223,282.46,218.23,282.46,4.339,116.523,185.456,142.33,223.875,346.643,807.411,222.683,84.773,14.949,5.671,10.4,958.668,18.254,-1.426
ut_sex_72-m-moans,pleasure,8.196,641.092,1379.819,3554.328,5097.222,5779.91,7024.895,270.222,249.35,222.89,360.625,38.842,134.047,243.652,238.852,343.324,608.76,881.232,304.591,133.938,15.434,8.678,9.61,949.063,18.439,-1.166
ut_sportfan_01-achievement-m-roar,joy,1.73,867.96,1339.068,2483.666,3749.917,4664.349,5509.161,198.261,305.39,146.06,305.39,2.358,120.272,304.982,276.346,917.318,1265.609,1775.141,859.911,60.491,20.525,2.947,1.84,764.982,22.876,-2.286
ut_sportfan_03-achievement-m-roar,joy,3.538,734.155,1359.119,2276.021,2931.559,3627.451,4171.575,289.79,264.38,281.08,454.863,88.732,138.997,501.622,474.651,725.744,945.688,1446.301,715.654,100.184,18.796,5.33,4.99,944.667,18.525,-2.648
ut_sportfan_05-m-achievement-relief,joy,0.912,756.215,1213.801,2867.964,4539.888,5353.763,6397.724,294.663,265.9,454.22,467.507,71.226,82.9,967.446,862.351,854.312,1214.401,2103.715,1236.038,87.249,15.898,5.488,4.21,1039.425,16.836,-2.081
ut_sportfan_07-m-achievement-roar,joy,1.091,1017.886,1599.328,2046.564,3084.187,3508.224,5695.748,232.504,141.59,446.61,446.61,98.414,89.576,957.714,591.546,1016.693,1183.536,1648.493,1021.466,83.682,21.548,3.884,2.98,672.442,26.025,-2.599
ut_sportfan_09-m-achievement-roar,joy,2.225,842.993,1368.828,2868.102,3836.912,7470.802,8612.372,328.169,130.79,473.63,491.634,71.143,98.987,904.398,890.184,970.517,1332.467,1925.514,883.583,72.287,22.472,3.217,4.93,956.531,18.295,-2.348
ut_sportfan_11-f-achievement-scream-laugh,joy,1.598,1119.5,1292.202,2469.116,3771.194,4973.039,6267.191,401.217,410.26,392.57,444.918,9.866,217.524,408.995,384.103,1256.208,1651.749,2728.643,1250.044,87.073,18.773,4.638,16.6,698.08,25.069,-4.764
ut_sportfan_13-m-achievement-roar-noisy,joy,1.354,803.87,1185.017,2370.483,3287.81,4402.429,5123.187,240.654,266.2,374.89,418.6,83.529,96.871,1223.256,1059.929,816.929,1032.046,1451.318,780.573,67.521,24.742,2.729,2.77,780.114,22.433,-2.701
ut_sportfan_17-m-achievement-whimper-laugh,joy,2.019,765.526,1350.691,2940.617,3922.004,4472.464,5176.572,276.331,322.61,281.8,358.737,52.165,169.032,387.368,352.861,716.794,871.156,1264.564,651.973,144.13,16.095,8.955,9.45,966.367,18.109,-2.662
ut_sportfan_22-m-achievement-scream-noisy,joy,2.186,1167.186,2264.181,3505.515,4655.844,5915.387,6973.924,368.219,322.61,394.0,471.722,7.509,163.834,678.162,315.088,1136.759,1264.748,2822.935,1164.927,206.335,8.004,25.778,12.17,1745.739,10.024,--undefined--
ut_sportfan_27-m-achievement-roar,joy,1.585,886.712,1236.984,2427.379,3432.25,4354.972,6240.691,331.936,429.96,396.3,435.526,3.187,88.302,469.45,454.927,951.8,1206.725,1629.762,1010.373,67.772,23.033,2.942,1.9,754.668,23.189,-2.250
ut_sportfan_29-c-achievement-scream,joy,0.571,1422.818,1872.399,2831.651,3758.782,4743.65,5606.286,393.06,389.17,409.94,480.981,40.141,238.941,1052.057,897.76,1841.438,2364.982,4022.948,1902.239,32.002,14.886,2.15,8.01,682.831,25.629,-4.469
ut_sportfan_32-f-achievement-scream,joy,0.807,1039.058,1347.083,2703.898,4055.653,4120.275,5465.752,443.534,366.9,422.68,462.294,19.431,366.903,254.509,160.639,1322.904,1390.596,2006.002,1350.99,136.167,13.012,10.465,22.26,732.352,23.896,-5.074
